2024-09-24 13:55:24.056390,user1,user2,bin1,50,N
2024-09-24 14:01:11.856319,user1,user2,bin1,50,N
2024-09-24 14:01:11.856319,user1,user2,bin1,55,N
2024-09-26 14:39:26.469847,user3,user4,bin1,12.0,Y
2024-09-26 14:39:34.117084,user3,user4,bin1,44.0,Y
2024-09-26 14:39:38.232786,user3,user4,bin1,55.0,Y
2024-09-26 14:40:27.412965,user3,user4,bin1,59.0,Y
2024-09-26 14:43:14.459636,user3,user4,bin1,23.0,Y
2024-09-26 14:43:21.933196,user3,user4,bin1,1122.0,Y
2024-09-26 14:55:05.992345,user3,user4,bin1,121.0,Y
2024-09-26 14:55:11.527020,user3,user4,bin1,121.0,Y
2024-09-26 15:09:34.548793,user3,user4,bin1,250.0,Y
2024-09-27 14:33:37.186875,user1,user2,bin1,376.0,N
2024-09-27 14:33:40.344711,user1,user2,bin1,376.0,N
2024-09-27 14:33:43.435377,user1,user2,bin1,376.0,N
2024-09-27 14:33:46.499000,user1,user2,bin1,376.0,N
2024-09-27 14:33:49.568258,user1,user2,bin1,376.0,N
2024-09-27 14:33:52.646419,user1,user2,bin1,376.0,N
2024-09-27 14:33:55.722235,user1,user2,bin1,376.0,N
2024-09-27 14:33:58.803721,user1,user2,bin1,376.0,N
2024-09-27 14:34:01.881227,user1,user2,bin1,376.0,N
2024-09-27 14:34:04.953997,user1,user2,bin1,376.0,N
2024-09-27 14:36:02.741479,user1,user2,bin1,70.6,N
2024-09-27 14:36:05.981819,user1,user2,bin1,70.6,N
2024-09-27 14:41:44.855739,user1,user2,bin1,70.6,N
2024-09-27 14:41:44.988784,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.049044,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.110378,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.170378,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.234422,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.294378,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.370781,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.428375,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.495373,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.555413,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.615723,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.676715,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.735716,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.798716,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.866713,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.927712,user1,user2,bin1,70.6,N
2024-09-27 14:41:45.983423,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.046434,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.104578,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.162581,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.220707,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.280730,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.336758,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.394722,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.459920,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.518924,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.575926,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.630919,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.693000,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.753008,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.823293,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.878366,user1,user2,bin1,70.6,N
2024-09-27 14:41:46.945428,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.012483,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.071691,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.134898,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.199908,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.257120,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.315203,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.379309,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.441361,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.500009,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.553006,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.612309,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.667308,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.727315,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.784313,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.841664,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.897614,user1,user2,bin1,70.6,N
2024-09-27 14:41:47.960130,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.080952,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.151128,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.213140,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.276139,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.333253,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.387237,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.464244,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.532244,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.592245,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.649245,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.712287,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.770241,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.827242,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.885238,user1,user2,bin1,70.6,N
2024-09-27 14:41:48.947529,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.010535,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.084577,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.135583,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.196586,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.254577,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.317585,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.371584,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.434794,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.489007,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.550006,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.610037,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.669007,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.732122,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.790154,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.844122,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.909111,user1,user2,bin1,70.6,N
2024-09-27 14:41:49.965122,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.028121,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.085123,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.145121,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.220125,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.276120,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.328122,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.409122,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.463120,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.520120,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.577112,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.632120,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.684119,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.742113,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.793119,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.853120,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.910122,user1,user2,bin1,70.6,N
2024-09-27 14:41:50.970120,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.031912,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.143916,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.204908,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.264915,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.320915,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.383909,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.443906,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.504915,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.561933,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.620908,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.689915,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.756080,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.816080,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.881083,user1,user2,bin1,70.6,N
2024-09-27 14:41:54.944080,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.006083,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.061327,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.119427,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.184418,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.245427,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.313774,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.374464,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.435618,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.494426,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.549432,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.617422,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.675419,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.729486,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.793483,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.853549,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.918552,user1,user2,bin1,70.6,N
2024-09-27 14:41:55.990555,user1,user2,bin1,70.6,N
2024-09-27 14:41:56.048550,user1,user2,bin1,70.6,N
2024-09-27 14:41:56.115607,user1,user2,bin1,70.6,N
2024-09-27 14:41:56.185620,user1,user2,bin1,70.6,N
2024-09-27 14:41:56.281120,user1,user2,bin1,70.6,N
2024-09-27 14:41:56.339171,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.399170,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.460167,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.543160,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.606170,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.664169,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.737174,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.792173,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.876171,user1,user2,bin1,70.8,N
2024-09-27 14:41:56.933184,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.014158,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.073291,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.140726,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.216782,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.279797,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.384785,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.474057,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.555050,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.621208,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.680191,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.743204,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.802195,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.860191,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.921368,user1,user2,bin1,70.8,N
2024-09-27 14:41:57.982365,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.052917,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.133967,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.196281,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.264841,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.322852,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.387982,user1,user2,bin1,70.8,N
2024-09-27 14:41:58.449989,user1,user2,bin1,70.8,N
